link_researcher,assunto_keywords,assunto_ids
/pt/auxilios/28640/efeito-da-pressao-pulpar-interna-na-resistencia-de-uniao-e-nanoinfiltracao-das-interfaces-de-uniao-r/,Adesivos dentinários##Cimentos de resina##Dentina##Resistência de união (odontologia)##Microscopia eletrônica de varredura##Microscopia eletrônica de transmissão,15631##152989##5663##11235##7819##13319
/pt/auxilios/28710/comparacao-do-efeito-de-tif4-e-naf-nas-formas-de-verniz-e-solucao-sobre-a-desmineralizacao-e-remin/,Flúor##Cariologia##Microdureza,312##165725##159666
/pt/auxilios/28715/avaliacao-de-overdentures-mandibulares-com-diferentes-sistemas-de-attachment-analise-fotoelastica-d/,Implantes dentários,1367
/pt/auxilios/28739/avaliacao-volumetrica-das-vias-aereas-superiores-de-pacientes-portadores-de-deficiencia-transversal/,Cirurgia ortognática##Técnica de expansão palatina##Apneia obstrutiva do sono,148667##149113##162254
/pt/auxilios/28793/efeito-da-desinfeccao-de-boca-toda-com-o-uso-da-clorexidina-na-raspagem-e-alisamento-radicular-reali/,Periodontite crônica##Clorexidina,152680##6243
/pt/auxilios/26617/clareamento-dental-com-peroxido-de-hidrogenio-a-15-contendo-dioxido-de-titanio-dopado-por-nitrogeni/,Dentística restauradora##Clareamento de dente##Dióxido de titânio##Peróxido de hidrogênio,18234##13845##172##3433
/pt/auxilios/26630/avaliacao-do-biosilicato-e-do-fluor-gel-acidulado-na-permeabilidade-da-dentina-radicular-estudo-in/,Permeabilidade da dentina##Sensibilidade da dentina##Flúor,6242##7677##312
/pt/auxilios/26687/efeito-de-diferentes-tempos-de-condicionamento-e-condicoes-de-armazenamento-na-resistencia-a-flexao/,Porcelana dentária##Coroas dentárias##Resistência dos materiais##Ensaios mecânicos##CAD/CAM##Tratamento de superfícies,19804##149700##1378##150720##15449##7723
/pt/auxilios/26693/avaliacao-in-vitro-da-citotoxidade-e-genotoxicidade-de-diferentes-cimentos-endodonticos-em-culturas/,Cimentos endodônticos##Genotoxicidade##Citotoxicidade##Ensaio cometa##Testes para micronúcleos,20501##6017##6595##149585##157554
/pt/auxilios/26695/estabelecimento-e-caracterizacao-de-celulas-pulpares-imortalizadas-pelo-antigeno-do-virus-simian-40/,Biologia celular##Genotoxicidade##Citotoxicidade##Cimentos endodônticos,817##6017##6595##20501
/pt/auxilios/26697/identificacao-de-microrganismos-quantificacao-de-endotoxina-e-avaliacao-in-vivo-do-extrato-glicolic/,Gengibre##Endotoxinas##Reação em cadeia por polimerase (PCR),3407##8605##6714
/pt/auxilios/24256/efeito-da-peroxidacao-de-lipides-associado-ou-nao-a-glicacao-de-proteina-sobre-a-sinalizacao-e-exp/,Doenças periodontais##Diabetes mellitus##Aterosclerose##Lipoproteínas LDL##Linfócitos T##Imunidade inata##Produtos finais de glicação avançada##Receptor para produtos finais de glicação avançada,5504##997##1976##2033##2047##152069##170577##170585
/pt/auxilios/24264/efeito-de-dois-metodos-para-limpeza-de-proteses-sobre-o-desempenho-clinico-e-formacao-de-biofilme-de/,Prótese dentária##Resinas acrílicas##Biofilmes##Reembasadores de prótese,3465##8052##733##8053
/pt/auxilios/24265/comportamento-biomecanico-do-sistema-proteseimplante-em-regiao-anterior-de-maxila-e-posterior-de-ma/,Implantes dentários##Implantes osseointegrados##Titânio##Propriedades mecânicas##Fotoelasticidade##Ciclagem mecânica,1367##6051##1363##1372##161509##162947
/pt/auxilios/27201/avaliacao-das-disfuncoes-orofaciais-e-temporomandibulares-parametros-mastigatorios-e-niveis-salivar/,Disfunção temporomandibular##Força de mordida##Hidrocortisona##alfa-Amilases##Crianças##Adolescentes,148037##19772##7590##17631##1097##1098
/pt/auxilios/25887/avaliacao-de-um-silicone-ortopedico-como-material-para-confeccao-de-proteses-faciais/,Envelhecimento##Desinfecção##Silicone##Pigmentação,2054##3533##96##150953
/pt/auxilios/25888/processo-de-corrosao-e-desgaste-tribocorrosao-de-selantes-de-fossas-e-fissuras-aplicados-em-dentes/,Corrosão dentária##Dente decíduo##Dentição permanente##Selantes de fossas e fissuras,162967##19719##155540##6004
/pt/auxilios/25953/estudo-do-efeito-da-fototerapia-com-laser-em-baixa-intensidade-sobre-celulas-tronco-obtidas-de-polpa/,Polpa dentária##Dente decíduo##Células-tronco##Fototerapia,13892##19719##319##3322
/pt/auxilios/26618/efeito-trandentinario-de-diferentes-tipos-de-led-sobre-cultura-de-celulas-odontoblasticas/,Fototerapia##Odontoblastos##Dentina##Cultura de células##Reparação alveolar,3322##27932##5663##4904##19801
/pt/auxilios/26619/papel-das-proteinas-nod-na-modulacao-da-resposta-imune-nas-doencas-periodontais/,Doenças periodontais##Formação de anticorpos##Proteínas adaptadoras de sinalização NOD##Reabsorção óssea##Reparação alveolar,5504##13859##150735##17861##19801
/pt/auxilios/26694/estudo-comparativo-das-microdeformacoes-geradas-pela-aplicacao-de-cargas-verticais-estaticas-axiais/,Próteses e implantes##Extensometria##Biomecânica##Deformação e estresses,1432##159809##424##11920
/pt/auxilios/25846/avaliacao-do-papel-dos-receptores-tlr2-e-tlr4-na-producao-de-citocinas-por-fibroblastos-humanos-peri/,Receptor 4 toll-like##Receptor 2 toll-like##Citocinas##Periodontite##Fibroblastos,149321##150812##662##872##1979
/pt/auxilios/25847/influencia-da-ciclagem-termica-e-mecanica-em-agua-na-resistencia-ao-cisalhamento-da-uniao-infraestru/,Microscopia eletrônica##Resistência ao cisalhamento##Porcelana dentária##Óxido de alumínio,3862##7618##19804##8565
/pt/auxilios/25889/comparacao-clinica-entre-duas-tecnicas-cirurgicas-para-utilizacao-de-enxerto-de-matriz-dermica-acelu/,Cirurgia periodontal##Retração gengival##Cicatrização##Enxerto periodontal,19766##18232##1560##150424
/pt/auxilios/25890/aumento-de-seios-maxilares-com-enxertos-alogenos-para-a-reabilitacao-com-implantes-estudo-tomografi/,Enxerto ósseo##Levantamento do assoalho do seio maxilar##Histomorfometria óssea##Transplante homólogo,6965##160884##165225##8246
/pt/auxilios/25891/influencia-da-ciclagem-mecanica-no-desrosqueamento-do-parafuso-de-retencao-em-proteses-parciais-fixa/,Próteses e implantes##Biomecânica##Análise não linear de estruturas##Método dos elementos finitos##CAD/CAM,1432##424##731##423##15449
/pt/auxilios/28324/adipocitocinas-em-individuos-obesos-com-e-sem-periodontite-cronica/,Doenças periodontais##Periodontite,5504##872
/pt/auxilios/27204/avaliacao-in-vitro-da-influencia-de-substancias-quimicas-auxiliares-no-selamento-resistencia-de-uni/,Cimentos de resina##Selantes de fossas e fissuras##Dentina##Adesivos dentinários##Hipoclorito de sódio##Gluconatos,152989##6004##5663##15631##40286##158327
/pt/auxilios/25894/caracterizacao-do-fenotipo-osteoblastico-de-celulas-derivadas-de-enxerto-osseo-autogeno-do-seio-maxi/,Enxerto ósseo##Seio maxilar##Cultura de células##Osteoblastos##Transplante autólogo##Expressão gênica,6965##153167##4904##152126##1622##874
/pt/auxilios/26479/protocolo-de-avaliacao-longitudinal-do-tratamento-de-pacientes-com-fissura-labiopalatina/,Fenda labial##Reabilitação bucal##Estudos longitudinais,150045##11008##3295
/pt/auxilios/26561/influencia-da-proporco-coroaimplante-do-tipo-de-conexo-protetica-e-dos-diferentes-diametros-do-imp/,Método dos elementos finitos##Biomecânica##Próteses e implantes##Implantes dentários,423##424##1432##1367
/pt/auxilios/28448/avaliacao-do-efeito-da-adrenalina-e-noradrenalina-sobre-a-adesao-bacteriana-streptococcus-mutans-e/,Streptococcus mutans##Noradrenalina##Adrenalina,5068##18016##23294
/pt/auxilios/27202/avaliacao-da-efetividade-do-clareamento-caseiro-e-de-consultorio-em-profundidade-com-geis-clareado/,Peróxido de hidrogênio##Clareamento de dente##Dentística##Peróxido de carbamida##Análise térmica,3433##13845##7616##149250##3762
/pt/auxilios/26633/efeito-da-terapia-periodontal-na-microbiota-subgengival-parametros-clinicos-e-microbiologicos-compa/,Doenças periodontais##Reação em cadeia da polimerase via transcriptase reversa (RT-PCR)##Reação em cadeia por polimerase (PCR),5504##149884##6714
/pt/auxilios/26692/estudo-das-microdeformacoes-geradas-ao-redor-e-em-tres-niveis-verticais-pela-aplicacao-de-cargas-ax/,Implantes dentários##Extensometria##Suporte de carga,1367##159809##164861
/pt/auxilios/28322/impacto-da-ingestao-cronica-de-cafeina-associada-ou-nao-a-osteoporose-na-perda-ossea-alveolar-induzi/,Reparo ósseo,14727
/pt/auxilios/27210/influencia-de-diferentes-fontes-de-luz-distancias-de-ativacao-e-armazenagem-nas-propriedades-mecani/,Dentística##Adesivos dentinários##Grau de conversão,7616##15631##173891
/pt/auxilios/27247/microbiota-dos-canais-radiculares-de-dentes-com-insucesso-do-tratamento-endodontico-e-analise-da-sus/,Enterococcus faecalis##Fatores de virulência##Lesões periapicais##Pulpite##Canal radicular,5778##5779##150095##161864##4844
/pt/auxilios/26627/avaliacao-do-tempo-necessario-para-o-restabelecimento-da-remodelacao-ossea-apos-tratamento-com-bifos/,Implantes dentários##Metabolismo mineral##Remodelação óssea##Densidade óssea##Biomarcadores##Suspensão de tratamento,1367##8361##20574##3088##1891##176987
/pt/auxilios/26632/acao-das-plaquetas-sobre-a-diferenciacao-de-osteoclastos-e-osteoblastos-humanos-como-ferramenta-para/,Periodontite##Reabsorção óssea##Osso e ossos##Osteoclastos##Osteoblastos##Plaquetas sanguíneas,872##17861##3541##152636##152126##42608
/pt/auxilios/25893/modulacao-da-expressao-de-metaloproteinases-da-matriz-e-resposta-tecidual-frente-a-agentes-cimetante/,Cimentos dentários##Resinas compostas##Cimentos de ionômeros de vidro##Remodelação óssea##Metaloproteinases da matriz##Teste de biocompatibilidade,8915##3509##3746##20574##2786##8885
/pt/auxilios/25896/pode-uma-superficie-de-implante-biomimetica-melhorar-a-capacidade-ossea-de-jumping-gap/,Implantes dentários##Ósseointegração##Histomorfometria óssea##Remodelação óssea,1367##3597##165225##20574
/pt/auxilios/25902/expressao-de-rnam-para-osteoprotegerina-rank-e-rank-l-apos-a-disjuncao-da-sutura-palatina-mediana-e/,Remodelação óssea##Laser de baixa intensidade##Expansão rápida da maxila##Receptor ativador de fator nuclear kappa-B##Terapia a laser de baixa intensidade,20574##163350##157369##149222##10351
/pt/auxilios/25954/microscopia-confocal-de-reflexao-na-avaliacao-de-lesoes-labiais-induzidas-actinicamente/,Doenças labiais##Queilite##Carcinoma de células escamosas##Microscopia confocal,157745##157746##1032##3273
/pt/auxilios/25973/avaliacao-clinica-dos-tecidos-periimplantares-frente-a-terapia-fotodinamica/,Terapia fotodinâmica##Inserção epitelial##Laser##Implantes dentários##Microbiologia##Peri-implantite,150454##153093##1613##1367##158001##160913
/pt/auxilios/26560/efeito-do-uso-de-vernizes-com-alta-e-baixa-concentracao-de-fluoreto-suplementado-com-trimetafosfato/,Esmalte dentário##Fluoretos tópicos##Abrasão dentária##Erosão dentária,2231##155354##14768##152365
/pt/auxilios/26570/condicoes-de-saude-bucal-de-pacientes-do-genero-feminino-com-dependencia-quimica-uma-avaliacao-clin/,Microbiologia oral##Biofilmes##Patologia bucal##Usuários de drogas##Mulheres,5729##733##3635##4300##683
/pt/auxilios/26579/avaliacao-da-transducao-do-sinal-insulinico-em-ratos-adultos-proles-de-ratas-com-doenca-periodontal/,Desenvolvimento fetal##Doenças periodontais##Endocrinologia##Diabetes mellitus##Adipocinas##Insulina,151674##5504##529##997##10899##947
/pt/auxilios/26625/avaliacao-in-vitro-da-forca-gerada-por-molas-de-niti-de-diferentes-marcas-comerciais/,Molas ortodônticas##Propriedades mecânicas,150331##1372
/pt/auxilios/26651/avaliacao-do-reparo-de-lesoes-periapicais-em-dentes-tratados-endodonticamente-empregando-a-tomografi/,Lesões periapicais##Radiologia,150095##16156
/pt/auxilios/26696/identificacao-de-microrganismos-quantificacao-de-endotoxinas-e-avaliacao-in-vivo-do-extrato-glicoli/,Reação em cadeia por polimerase (PCR)##Endotoxinas##Medicação intracanal##Própolis##Micro-organismos,6714##8605##174169##120##166965
/pt/auxilios/26700/analise-quimica-estrutural-e-influencia-de-um-filme-de-silica-depositado-por-plasma-em-uma-ceramica/,Zircônia tetragonal policristalina estabilizada com ítrio (Y-TZP)##Resistência de união (odontologia)##Tratamento de superfícies##Ciclagem térmica (odontologia)##Cisalhamento##Cimentos de resina,162899##11235##7723##19742##4871##152989
/pt/auxilios/28210/avaliacao-dos-parametros-clinicos-histopatologicos-e-perfil-imunoistoquimico-do-tumor-odontogenico/,Estomatologia,10877
/pt/auxilios/27206/efeito-da-aplicacao-de-casein-phosphopeptide-amorphous-calcium-phosphate-cpp-acp-associada-ao-prot/,Microtração##Adesivos dentinários##Dentística restauradora,159861##15631##18234
/pt/auxilios/27207/efeito-de-diferentes-tecnicas-de-volatilizacao-sobre-a-resistencia-coesiva-e-o-grau-de-conversao-de/,Dentística##Adesivos dentinários##Grau de conversão##Volatilização,7616##15631##173891##152520
/pt/auxilios/25897/osseointegracao-de-implantes-de-titanio-em-defeitos-osseos-circunferenciais-tratados-com-bio-oss-fo/,Defeitos ósseos##Implantes dentários de titânio##Ósseointegração##Bio-Oss##Reparo ósseo##Biomateriais##Ressonância magnética,169001##169003##3597##169010##14727##396##803
/pt/auxilios/25958/efeito-da-terapia-antirretroviral-altamente-ativa-haart-baseada-em-inibidores-de-protease-ip-haar/,AIDS##Paciente especial##Manifestações bucais##HIV##Antirretrovirais,5895##5858##152953##292##160875
/pt/auxilios/28326/prevalencia-de-especies-bacterianas-ainda-nao-cultivadas-e-de-especies-incomuns-em-individuos-com-do/,Microbiologia##Bactérias gram-negativas##Placa bacteriana##Doenças periodontais##Sondas de DNA##RNA ribossômico 16S##Hibridização de DNA-DNA,158001##882##313##5504##160851##17991##167447
/pt/auxilios/28449/avaliacao-dos-efeitos-da-epinefrina-e-norepinefrina-sobre-a-expressao-genica-de-porphyromonas-gingiv/,Estresse##Norepinefrina##Porphyromonas gingivalis##Epinefrina##Expressão gênica,659##12235##7512##151864##874
/pt/auxilios/27214/influencia-das-proteinas-salivares-e-sericas-no-desenvolvimento-de-biofilmes-de-candida-albicans/,Prótese dentária##Biofilmes##Candida albicans##Fatores de virulência,3465##733##3119##5779
/pt/auxilios/25848/influencia-do-metodo-de-preparo-na-qualidade-da-obturacao-por-diferentes-tecnicas/,Obturação do canal radicular##Microscopia confocal##Restauração dentária,12995##3273##6718
/pt/auxilios/25849/avaliacao-in-vitro-de-diferentes-concentracoes-de-clorexidina-na-resistencia-a-uniao-a-dentina-norma/,Clorexidina##Dentina##Resistência de união (odontologia)##Erosão dentária##Metaloproteinases da matriz,6243##5663##11235##152365##2786
/pt/auxilios/25957/prevalencia-de-periodontopatogenos-dos-virus-epstein-barr-citomegalovirus-e-herpes-simples-em-sali/,Doenças periodontais##HIV##Herpesviridae##Periodontite,5504##292##7084##872
/pt/auxilios/26567/avaliacao-da-resposta-tecidual-aos-cimentos-endodonticos-mta-obtura-endo-cpm-sealer-e-sealapex/,Teste de biocompatibilidade##Cimentos endodônticos##Obturação do canal radicular,8885##20501##12995
/pt/auxilios/26568/analise-das-respostas-biologicas-envolvidas-no-metabolismo-osseo-em-ratos-espontaneamente-hipertenso/,Reparo ósseo##Enxerto ósseo##Mandíbula##Losartan##Reabsorção óssea##Imuno-histoquímica##Ratos endogâmicos SHR,14727##6965##967##20506##17861##162220##156250
/pt/auxilios/27217/capacidade-anestesica-da-articaina-4-pela-tecnica-infiltrativa-vestibular-em-molares-inferiores-hum/,Lidocaína##Carticaína,6150##161570
/pt/auxilios/25852/expressao-da-podoplanina-em-ameloblastomas-e-foliculos-pericoronarios-de-dentes-nao-irrompidos-estu/,Folículo pericoronário##Ameloblastoma##Podoplanina,160379##14773##161298
/pt/auxilios/25899/efeito-da-clorexidina-na-preservacao-da-camada-hibrida-e-resistencia-adesiva-da-dentina-preparada-co/,Dentística##Clorexidina##Dentina##Microtração,7616##6243##5663##159861
/pt/auxilios/25906/influencia-do-envelhecimento-no-desenvolvimento-in-vitro-do-fenotipo-osteoblastico-em-celulas-tronco/,Biologia molecular##Diferenciação celular##Osteoblastos##Cultura de células##Terapia baseada em transplante de células e tecidos##Células-tronco,157808##883##152126##4904##164713##319
/pt/auxilios/27220/investigacao-do-efeito-da-administracao-intermitente-do-hormonio-paratireoideo-na-formacao-de-dentin/,Cavidade pulpar##Dentina##Odontoblastos##Hormônios paratireóideos##Reparo ósseo##Expressão gênica,10932##5663##27932##157225##14727##874
/pt/auxilios/26576/influencia-da-desinfeccao-quimica-e-do-tempo-de-armazenagem-sobre-as-propriedades-fisicas-das-protes/,Bioprótese##Propriedades físicas##Resinas acrílicas##Olho artificial##Desinfecção,10122##2394##8052##20511##3533
/pt/auxilios/26703/diversidade-genetica-e-sensibilidade-a-fotossensibilizacao-in-vitro-de-candida-albicans-isoladas-de/,Candidose##Candida albicans##Terapia fotodinâmica##Diversidade genética,7541##3119##150454##6219
/pt/auxilios/27216/avaliacao-da-uniao-entre-ceramicas-e-cimentos-resinosos-com-a-utilizacao-de-diferentes-protocolos-ad/,Dentística##Adesivos dentinários##Porcelana dentária##Cimentos de resina##Resistência de união (odontologia)##Cura luminosa de adesivos dentários##Grau de conversão dos cimentos dentários,7616##15631##19804##152989##11235##19741##164727
/pt/auxilios/27249/efeito-da-ciclagem-mecanica-do-material-e-do-retorque-de-parafusos-na-sua-estabilidade-em-protese/,Parafusos protéticos##Ciclagem mecânica,161434##162947
/pt/auxilios/25857/conicidade-de-preparos-para-coroas-totais-realizados-por-estudantes-de-odontologia/,Prótese dentária##Dente artificial,3465##11869
/pt/auxilios/25964/estudo-do-efeito-da-irradiacao-com-laser-em-baixa-intensidade-no-metabolismo-energetico-potencial-a/,Diabetes mellitus##Glândula submandibular##Laser##Bioquímica oral,997##151792##1613##11116
